x,y,z
338907.181835,4262449.85026,1753.72367463
338518.0,4262657.48132,1753.72367463
338468.0,4262679.90432,1753.72367463
339718.0,4262207.66501,1816.71972713
339672.816868,4262211.74011,1816.71972713
339668.0,4262211.74011,1821.75656596
341268.0,4262180.84553,1879.71577962
341218.0,4262187.44076,1879.71577962
340568.0,4262266.49799,2005.70788461
340518.0,4262264.77067,2005.70788461
337818.0,4262926.07058,1864.83574148
337868.0,4262907.5596,1879.71577962
337818.0,4262924.91312,1879.71577962
339159.388225,4262330.79518,1942.71183212
339118.0,4262346.52299,1942.71183212
337868.0,4262919.89676,-2593.00394751
337840.373642,4262926.07058,-2593.00394751
340018.0,4262211.74011,1831.81431809
337818.0,4262927.30786,1848.21775337
339168.0,4262326.71734,1911.21380587
339168.0,4262327.6035,1942.71183212
341468.0,4262172.46553,-2593.00394751
338868.0,4262469.70555,1753.72367463
338868.0,4262467.9854,1785.22170088
339668.0,4262212.18764,1816.71972713
337818.0,4262931.08255,-2593.00394751
337818.0,4262930.41464,-2561.50592126
340068.0,4262216.4469,1816.71972713
340018.0,4262212.35778,1816.71972713
340068.0,4262215.47269,1848.21775337
337768.0,4262940.9153,-2530.00789501
337768.0,4262940.2345,-2498.50986876
337768.0,4262939.5395,-2467.01184252
338568.0,4262633.69248,1816.71972713
338568.0,4262633.38246,1848.21775337
338568.0,4262631.93919,1879.71577962
340418.0,4262256.20268,1879.71577962
340418.0,4262256.88413,1911.21380587
340418.0,4262257.05761,1942.71183212
337768.0,4262941.7582,1753.72367463
337768.0,4262942.42456,1785.22170088
337768.0,4262942.27199,1816.71972713
339218.0,4262313.66252,1816.71972713
339218.0,4262311.8789,1848.21775337
339218.0,4262310.8784,1879.71577962
341461.068497,4262172.05508,-2530.00789501
341456.746119,4262172.05508,-2498.50986876
341452.647403,4262172.05508,-2467.01184252
341419.035049,4262172.05508,2257.69209459
341420.659952,4262172.05508,2289.19012084
341420.253708,4262172.05508,2320.68814708
341568.0,4262153.66993,-2593.00394751
341568.0,4262151.32409,2194.6960421
339640.197668,4262211.74011,1879.71577962
339636.254287,4262211.74011,1911.21380587
339640.351484,4262211.74011,1942.71183212
338456.830571,4262687.96042,1816.71972713
338457.844638,4262687.96042,1848.21775337
338452.12388,4262687.96042,1879.71577962
340818.0,4262245.8457,1879.71577962
340818.0,4262246.50182,1911.21380587
340818.0,4262246.86142,1942.71183212
340268.0,4262238.52453,1879.71577962
340268.0,4262238.75373,1911.21380587
340268.0,4262238.88603,1942.71183212
340468.0,4262261.44476,1879.71577962
340468.0,4262262.43557,1911.21380587
340468.0,4262262.63631,1942.71183212
339068.0,4262370.13814,1816.71972713
339068.0,4262368.42937,1848.21775337
339068.0,4262367.44764,1879.71577962
339768.0,4262205.63877,1816.71972713
338968.0,4262420.25589,1753.72367463
338536.389323,4262648.27539,1753.72367463
338568.0,4262631.96918,1753.72367463
338568.0,4262633.07105,1785.22170088
338221.978937,4262767.33047,1816.71972713
338220.730672,4262767.33047,1848.21775337
338220.112277,4262767.33047,1879.71577962
337918.0,4262907.27681,-2530.00789501
337918.0,4262906.55402,-2498.50986876
337918.0,4262905.81858,-2467.01184252
341318.0,4262175.51678,1942.71183212
341318.0,4262176.21667,1974.20985836
341318.0,4262177.15247,2005.70788461
337918.0,4262890.5798,1753.72367463
337918.0,4262891.02254,1785.22170088
337918.0,4262890.77378,1816.71972713
340375.586235,4262251.42513,2005.70788461
340418.0,4262256.73054,1974.20985836
340418.0,4262255.99967,2005.70788461
340968.0,4262227.23931,2005.70788461
340618.0,4262265.21208,2005.70788461
339218.0,4262310.67198,1911.21380587
339218.0,4262311.08384,1942.71183212
338121.034548,4262807.0155,1753.72367463
338118.0,4262808.2214,1753.72367463
338118.0,4262807.45972,1785.22170088
337768.0,4262942.24966,-2593.00394751
337768.0,4262941.58511,-2561.50592126
340007.746299,4262211.74011,1816.71972713
339968.0,4262209.36688,1816.71972713
341168.0,4262194.96106,1879.71577962
337814.168609,4262926.07058,1879.71577962
337768.0,4262941.25044,1848.21775337
337768.0,4262939.63533,1879.71577962
341418.0,4262172.17486,2257.69209459
341418.0,4262172.32724,2320.68814708
341418.0,4262180.258,-2530.00789501
341418.0,4262178.63589,-2467.01184252
339618.0,4262215.43212,1879.71577962
339618.0,4262215.20176,1942.71183212
338418.0,4262701.23768,1816.71972713
338418.0,4262699.84359,1879.71577962
338824.958858,4262489.53529,1816.71972713
338821.239339,4262489.53529,1879.71577962
338818.0,4262493.2833,1816.71972713
338818.0,4262491.28581,1879.71577962
340118.0,4262220.41572,1879.71577962
340118.0,4262220.56751,1942.71183212
338268.0,4262751.84419,1816.71972713
338268.0,4262750.87625,1879.71577962
338225.875302,4262767.33047,1753.72367463
340818.0,4262246.68859,2005.70788461
341018.0,4262218.48975,1879.71577962
341018.0,4262219.32209,1942.71183212
341618.0,4262142.74391,-2530.00789501
341618.0,4262141.20574,-2467.01184252
341618.0,4262144.47884,2257.69209459
341618.0,4262144.50647,2320.68814708
341418.0,4262181.9694,-2593.00394751
341418.0,4262171.08895,2194.6960421
341418.0,4262172.05508,2250.73510638
340268.0,4262238.89035,2005.70788461
338117.257287,4262807.0155,1816.71972713
338115.454605,4262807.0155,1879.71577962
338068.0,4262827.77872,1816.71972713
338068.0,4262826.62223,1879.71577962
340668.0,4262262.04492,1879.71577962
340668.0,4262263.40847,1942.71183212
339918.0,4262205.13561,1879.71577962
339918.0,4262205.0244,1942.71183212
341118.0,4262203.41792,1942.71183212
341118.0,4262204.51413,2005.70788461
339818.0,4262202.39805,1879.71577962
339818.0,4262202.24788,1942.71183212
339018.0,4262392.87011,1816.71972713
338981.017663,4262410.16524,1816.71972713
339018.0,4262390.43605,1879.71577962
338976.116991,4262410.16524,1879.71577962
338612.02431,4262608.59037,1816.71972713
338608.9719,4262608.59037,1879.71577962
339268.0,4262298.77075,1816.71972713
339268.0,4262296.17322,1879.71577962
338447.720492,4262687.96042,1753.72367463
341318.0,4262174.85374,1879.71577962
340468.0,4262260.8872,2005.70788461
337918.0,4262888.31241,1879.71577962
339068.0,4262367.54408,1942.71183212
337918.0,4262908.6951,-2593.00394751
340918.0,4262231.38433,1816.71972713
340868.0,4262237.80261,1816.71972713
340368.0,4262248.82361,1816.71972713
340318.0,4262243.47737,1816.71972713
340568.0,4262262.37166,1816.71972713
340518.0,4262261.12028,1816.71972713
337868.0,4262906.96579,1690.72762214
337818.0,4262923.98806,1690.72762214
337818.0,4262926.07058,1725.96605421
339168.0,4262330.79518,1805.08370171
339168.0,4262335.66303,1753.72367463
339118.0,4262354.47724,1753.72367463
341518.0,4262158.28946,-2404.01579002
341468.0,4262167.66354,-2404.01579002
341518.0,4262158.67396,2383.68419958
341468.0,4262165.40549,2383.68419958
338218.0,4262767.33047,1939.02656518
338217.876104,4262767.33047,1942.71183212
338168.0,4262785.83617,1942.71183212
339718.0,4262207.13033,2005.70788461
339668.0,4262211.44521,2005.70788461
338918.0,4262438.00668,1942.71183212
338894.691896,4262449.85026,1942.71183212
338518.0,4262652.75514,1942.71183212
338468.0,4262675.3932,1942.71183212
337868.0,4262915.60571,-2404.01579002
337821.553624,4262926.07058,-2404.01579002
340018.0,4262211.74011,1986.0488411
341268.0,4262185.30975,2068.70393711
341218.0,4262191.7141,2068.70393711
338268.0,4262752.50181,1753.72367463
338830.107455,4262489.53529,1753.72367463
338818.0,4262495.89783,1753.72367463
338418.0,4262699.3952,1753.72367463
339618.0,4262219.1996,1816.71972713
340118.0,4262221.35057,1816.71972713
337718.0,4262952.08567,-2530.00789501
337718.0,4262950.73796,-2467.01184252
337718.0,4262955.0171,1753.72367463
337718.0,4262955.15773,1816.71972713
341368.0,4262189.80254,-2530.00789501
341368.0,4262188.15903,-2467.01184252
341368.0,4262177.98094,2257.69209459
341368.0,4262178.23857,2320.68814708
341568.0,4262148.99324,-2404.01579002
341618.0,4262144.37246,-2593.00394751
341568.0,4262151.48328,2383.68419958
341618.0,4262143.66991,2194.6960421
340770.27906,4262251.42513,1879.71577962
340779.238955,4262251.42513,1942.71183212
340768.0,4262251.68891,1879.71577962
340768.0,4262252.73476,1942.71183212
340218.0,4262232.36582,1879.71577962
340218.0,4262232.62061,1942.71183212
339067.23911,4262370.48021,1816.71972713
339061.339996,4262370.48021,1879.71577962
339768.0,4262205.02045,2005.70788461
339818.0,4262205.24423,1816.71972713
338968.0,4262413.52681,1942.71183212
339018.0,4262397.13621,1753.72367463
338989.724032,4262410.16524,1753.72367463
338568.0,4262627.01824,1942.71183212
338526.914634,4262648.27539,1942.71183212
338611.384609,4262608.59037,1753.72367463
337968.0,4262896.03244,-2530.00789501
337968.0,4262894.54737,-2467.01184252
341368.0,4262169.95007,1942.71183212
341349.015506,4262172.05508,1942.71183212
341368.0,4262171.50568,2005.70788461
341363.11158,4262172.05508,2005.70788461
337968.0,4262870.05307,1753.72367463
337928.300761,4262886.38555,1753.72367463
337968.0,4262869.79924,1816.71972713
337928.544071,4262886.38555,1816.71972713
340394.338385,4262251.42513,1816.71972713
340418.0,4262253.74269,1816.71972713
341018.0,4262219.9363,2005.70788461
340968.0,4262224.56584,1816.71972713
340668.0,4262261.82976,2005.70788461
340618.0,4262261.29768,1816.71972713
339268.0,4262295.91286,1942.71183212
339218.0,4262318.82141,1753.72367463
339182.279205,4262330.79518,1753.72367463
338118.0,4262805.18474,1942.71183212
338068.0,4262828.69723,1753.72367463
337718.0,4262953.40891,-2593.00394751
340008.288164,4262211.74011,2005.70788461
339968.0,4262209.12496,2005.70788461
339918.0,4262207.2557,1816.71972713
341168.0,4262198.62878,2068.70393711
341118.0,4262202.88141,1879.71577962
337718.0,4262953.28713,1879.71577962
337811.24669,4262926.07058,1690.72762214
339079.031927,4262370.48021,1753.72367463
339068.0,4262370.48021,1812.3346585
340268.0,4262237.8468,1816.71972713
340468.0,4262257.69219,1816.71972713
340668.0,4262258.06708,1816.71972713
337918.0,4262904.32626,-2404.01579002
337968.0,4262893.04335,-2404.01579002
337968.0,4262897.49679,-2593.00394751
337968.0,4262867.83968,1879.71577962
337918.0,4262888.22456,1690.72762214
337968.0,4262868.82995,1690.72762214
341318.0,4262179.39446,2068.70393711
341368.0,4262173.50787,2068.70393711
341368.0,4262169.06013,1879.71577962
339268.0,4262303.50547,1753.72367463
340768.0,4262252.09831,2005.70788461
340818.0,4262243.68064,1816.71972713
340768.0,4262249.12227,1816.71972713
339665.710561,4262211.74011,2005.70788461
341418.0,4262171.68421,2383.68419958
341368.0,4262177.80393,2383.68419958
341368.0,4262176.96041,2194.6960421
341418.0,4262177.10367,-2404.01579002
341368.0,4262186.57905,-2404.01579002
341368.0,4262191.51006,-2593.00394751
338068.0,4262825.09718,1942.71183212
338436.849594,4262687.96042,1942.71183212
338918.0,4262448.78415,1690.72762214
338915.818579,4262449.85026,1690.72762214
338968.0,4262425.18618,1690.72762214
338518.0,4262653.42042,1690.72762214
338468.0,4262675.97558,1690.72762214
338568.0,4262629.28567,1690.72762214
338218.0,4262770.95451,1690.72762214
338168.0,4262789.74516,1690.72762214
338227.853867,4262767.33047,1690.72762214
340918.0,4262233.74676,2068.70393711
340868.0,4262239.84639,2068.70393711
340968.0,4262227.21447,2068.70393711
338218.0,4262767.28471,1942.71183212
338268.0,4262749.26816,1942.71183212
338868.0,4262463.54642,1942.71183212
341518.0,4262156.66084,2131.6999896
341468.0,4262163.20043,2131.6999896
341568.0,4262149.69761,2131.6999896
339718.0,4262211.74011,1775.09536426
339768.0,4262211.1106,1753.72367463
339756.353684,4262211.74011,1753.72367463
341218.0,4262187.91153,1816.71972713
341168.0,4262195.0805,1816.71972713
341268.0,4262181.14187,1816.71972713
340318.0,4262243.9344,2068.70393711
340268.0,4262238.65035,2068.70393711
340368.0,4262248.98894,2068.70393711
340518.0,4262260.31761,2068.70393711
340468.0,4262257.52482,2068.70393711
340568.0,4262261.49641,2068.70393711
337818.0,4262920.02345,1942.71183212
337798.907593,4262926.07058,1942.71183212
337868.0,4262902.79719,1942.71183212
339118.0,4262349.00341,2005.70788461
339068.0,4262369.29141,2005.70788461
339168.0,4262330.31192,2005.70788461
339968.0,4262211.74011,1771.22950806
337818.0,4262926.87334,-2404.01579002
337768.0,4262938.12663,-2404.01579002
337768.0,4262939.05809,1690.72762214
340018.0,4262212.37698,2005.70788461
340068.0,4262216.62808,2005.70788461
339068.0,4262375.08997,1753.72367463
339568.0,4262224.69753,1879.71577962
339568.0,4262224.23933,1942.71183212
339618.0,4262218.05888,2005.70788461
339568.0,4262226.27738,2005.70788461
339568.0,4262227.82796,1816.71972713
338368.0,4262717.90375,1816.71972713
338368.0,4262716.65654,1879.71577962
338418.0,4262695.2617,1942.71183212
338368.0,4262713.52808,1942.71183212
338368.0,4262717.27858,1753.72367463
338768.0,4262520.6927,1816.71972713
338768.0,4262518.77564,1879.71577962
338818.0,4262489.98307,1942.71183212
338768.0,4262517.02276,1942.71183212
338768.0,4262522.7269,1753.72367463
340168.0,4262226.32062,1879.71577962
340168.0,4262226.49986,1942.71183212
340118.0,4262221.65146,2005.70788461
340168.0,4262227.15546,2005.70788461
340168.0,4262226.70192,1816.71972713
338118.0,4262809.12934,1690.72762214
338068.0,4262828.97576,1690.72762214
340818.0,4262245.45869,2068.70393711
340768.0,4262250.52383,2068.70393711
341061.737134,4262211.74011,1879.71577962
341066.443984,4262211.74011,1942.71183212
341068.0,4262211.74011,1961.23397977
341068.0,4262212.32849,2005.70788461
341018.0,4262217.41397,1816.71972713
341056.318284,4262211.74011,1816.71972713
341668.0,4262133.52382,-2530.00789501
341668.0,4262132.37005,-2482.14832249
341666.023769,4262132.37005,-2467.01184252
341618.0,4262139.75651,-2404.01579002
341658.16007,4262132.37005,-2404.01579002
341668.0,4262135.11097,-2593.00394751
341668.0,4262136.43661,2257.69209459
341668.0,4262136.51733,2320.68814708
341618.0,4262143.89266,2383.68419958
341668.0,4262136.09775,2383.68419958
341668.0,4262135.79879,2194.6960421
341418.0,4262169.39577,2131.6999896
341368.0,4262175.3978,2131.6999896
340418.0,4262253.61095,2068.70393711
339868.0,4262203.55502,1879.71577962
339868.0,4262203.38529,1942.71183212
339918.0,4262206.7923,2005.70788461
339868.0,4262205.25799,2005.70788461
339868.0,4262205.89882,1816.71972713
341068.0,4262211.49745,1942.71183212
341071.748886,4262211.74011,2005.70788461
341118.0,4262205.87597,2068.70393711
341077.668116,4262211.74011,2068.70393711
341068.0,4262210.77646,1879.71577962
339818.0,4262204.60083,2005.70788461
339018.0,4262390.1512,1942.71183212
339061.414874,4262370.48021,1942.71183212
338602.052405,4262608.59037,1942.71183212
338439.352874,4262687.96042,1690.72762214
341318.0,4262174.69414,1816.71972713
341368.0,4262168.37765,1816.71972713
340618.0,4262260.8091,2068.70393711
340668.0,4262258.47633,2068.70393711
337918.0,4262884.32332,1942.71183212
337968.0,4262865.01235,1942.71183212
339218.0,4262313.22864,2005.70788461
339268.0,4262297.55598,2005.70788461
340918.0,4262229.31106,1753.72367463
340868.0,4262235.36325,1753.72367463
340968.0,4262222.84771,1753.72367463
340318.0,4262241.99398,1753.72367463
340268.0,4262237.2236,1753.72367463
340368.0,4262246.47893,1753.72367463
340518.0,4262255.91383,1753.72367463
340468.0,4262253.73085,1753.72367463
340568.0,4262256.68744,1753.72367463
337818.0,4262920.41466,1627.73156964
337800.104293,4262926.07058,1627.73156964
337868.0,4262903.52727,1627.73156964
339118.0,4262360.93181,1690.72762214
339094.049403,4262370.48021,1690.72762214
339168.0,4262342.39844,1690.72762214
341518.0,4262156.88056,-2341.01973753
341468.0,4262166.2213,-2341.01973753
341568.0,4262147.59372,-2341.01973753
341518.0,4262157.48292,2446.68025207
341468.0,4262164.25766,2446.68025207
341568.0,4262150.38163,2446.68025207
338213.192254,4262767.33047,2005.70788461
